,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9
250,0.1473781,0.083063126,0.047644164,0.072988406,0.0994572,0.045392044,0.081837505,0.05202378,0.28857553,0.08164017
251,0.1473781,0.32892352,0.047644164,0.072988406,0.0994572,0.045392044,0.081837505,0.05202378,0.042715143,0.08164017
252,0.15887383,0.23222071,0.019248907,0.02948833,0.43750617,0.018339017,0.03306349,0.02101833,0.017257512,0.032983765
253,0.4452618,0.019794917,0.011354162,0.0759854,0.37525028,0.010817455,0.019502835,0.012397875,0.010179519,0.019455807
254,0.17077316,0.08600088,0.0031221802,0.1014522,0.15152133,0.1640899,0.08592057,0.019520713,0.0027991754,0.21479988
255,0.21089615,0.07838633,0.011354162,0.13457681,0.19947605,0.010817455,0.19527707,0.012397875,0.010179519,0.13663863
256,0.29827914,0.027996765,0.01605866,0.10746928,0.116390705,0.015299574,0.027583664,0.017534826,0.014397313,0.35899013
257,0.06610954,0.037259705,0.021371787,0.032740477,0.26518527,0.020361552,0.25728157,0.023336355,0.23973241,0.036621407
258,0.09954587,0.20774098,0.012060823,0.32966667,0.025176968,0.011490713,0.020716654,0.013169494,0.010813071,0.26961878
259,0.04587298,0.10238089,0.014829745,0.17577164,0.26053697,0.014128748,0.101999395,0.016192945,0.013295535,0.25499123
260,0.20842731,0.015309801,0.008781547,0.013452876,0.0636473,0.053682268,0.5588738,0.0549046,0.007873053,0.015047529
262,0.093713336,0.07838633,0.011354162,0.48612526,0.08229323,0.010817455,0.019502835,0.1881721,0.010179519,0.019455807
263,0.3252304,0.030526439,0.017509654,0.11717977,0.036551405,0.01668198,0.39149955,0.019119201,0.015698195,0.030003488
264,0.39905387,0.32124865,0.006666774,0.044616017,0.013916891,0.006351638,0.11465998,0.0072796065,0.07478279,0.011423782
265,0.15887383,0.43088275,0.118579924,0.02948833,0.04018209,0.018339017,0.03306349,0.02101833,0.017257512,0.13231479
266,0.22337577,0.013477561,0.08751565,0.4506607,0.016137611,0.00736517,0.053171225,0.08822628,0.046823356,0.013246677
267,0.15887383,0.03355866,0.019248907,0.12881935,0.23884414,0.018339017,0.03306349,0.02101833,0.017257512,0.33097684
268,0.15230475,0.19556914,0.011354162,0.54471666,0.023701815,0.010817455,0.019502835,0.012397875,0.010179519,0.019455807
270,0.45100334,0.12260996,0.0101632085,0.015569512,0.07366138,0.009682798,0.17479418,0.1159888,0.009111775,0.017415062
271,0.1473781,0.32892352,0.047644164,0.072988406,0.0994572,0.045392044,0.081837505,0.05202378,0.042715143,0.08164017
272,0.18877497,0.0177186,0.0101632085,0.5400263,0.12610705,0.009682798,0.017457157,0.011097445,0.009111775,0.069860734
274,0.1223996,0.025854267,0.014829745,0.022718405,0.64317,0.090655364,0.02547278,0.016192945,0.013295535,0.025411356
275,0.19110698,0.0971377,0.008051799,0.13698515,0.09990827,0.049221262,0.013830426,0.13344216,0.0072188005,0.2630975
276,0.15887383,0.13288969,0.019248907,0.02948833,0.23884414,0.018339017,0.03306349,0.02101833,0.017257512,0.33097684
277,0.07247985,0.015309801,0.054097366,0.013452876,0.0636473,0.008366446,0.015083901,0.009588776,0.007873053,0.7401007
278,0.042612024,0.024016377,0.22703536,0.16327663,0.028756458,0.013124384,0.09474861,0.015041844,0.012350401,0.37903795
279,0.263614,0.05568276,0.031939063,0.048929,0.39630607,0.030429317,0.054861143,0.03487501,0.02863481,0.054728854
281,0.14451864,0.030526439,0.017509654,0.026823888,0.036551405,0.01668198,0.03007601,0.019119201,0.015698195,0.6624946
